image,tile,label,r,g,b,h,s,v
14,"(0, 4)",unknown,114.5757,82.1348,15.3781,20.5622,216.1424,114.5804
14,"(1, 0)",lake,16.5144,68.8643,135.1044,97.0743,231.4194,143.4121
14,"(1, 1)",forest,41.7655,47.4621,20.759,38.1525,163.1022,49.8451
14,"(1, 2)",swamp,72.3273,67.5295,43.9438,38.3629,124.0476,75.9135
14,"(1, 3)",swamp,92.4146,83.4779,46.7404,24.5189,132.1854,92.4499
14,"(1, 4)",unknown,121.4268,88.9363,20.8125,20.432,210.4944,121.4268
14,"(2, 0)",lake,8.3675,65.1321,140.9215,102.6536,237.3224,143.2125
14,"(2, 1)",lake,2.2912,64.8429,147.1549,106.8288,249.1969,147.3008
14,"(2, 2)",home,57.1169,54.1549,45.1242,60.3644,117.4551,65.7164
14,"(2, 3)",swamp,80.5727,70.1467,35.7152,24.9671,151.6894,80.8809
14,"(2, 4)",field,171.3473,150.4126,1.7452,26.2128,252.1913,171.3473
14,"(3, 0)",lake,6.5796,76.9762,158.5616,102.6652,245.8129,161.0511
14,"(3, 1)",lake,32.0019,76.9234,121.952,87.143,223.8395,141.5471
14,"(3, 2)",forest,35.6742,49.1498,13.4562,44.5729,186.3663,51.0975
14,"(3, 3)",field,169.1332,149.3804,9.8596,26.7016,238.2054,169.5491
14,"(3, 4)",field,174.1125,152.5727,5.5123,26.2521,246.9018,174.2723
14,"(4, 0)",lake,10.5421,80.538,156.7676,99.8033,235.8089,159.9289
14,"(4, 1)",lake,31.8344,78.9464,125.2662,87.7738,226.6222,144.8299
14,"(4, 2)",forest,36.4949,50.4816,16.3437,45.5395,176.0488,52.7382
14,"(4, 3)",forest,49.8661,57.5302,28.7801,40.3991,136.5381,59.4445
14,"(4, 4)",forest,38.2055,51.8402,19.6309,45.6516,151.0654,51.9062
15,"(0, 0)",forest,38.741,48.7672,19.7004,46.3111,154.8238,52.5444
15,"(0, 1)",forest,49.1773,53.5373,25.3915,37.8754,140.8893,56.0564
15,"(0, 2)",forest,37.9274,49.2227,15.4074,47.0019,153.7301,50.328
15,"(0, 3)",forest,32.9409,45.022,16.7223,46.027,147.9313,45.0664
15,"(0, 4)",forest,28.2734,39.1362,16.3883,49.0325,137.5448,39.1879
15,"(1, 0)",lake,37.3547,67.1334,94.5058,81.4477,215.4976,117.9518
15,"(1, 1)",field,169.3016,149.3416,9.4569,28.8178,244.5872,172.7302
15,"(1, 2)",field,149.604,128.5672,11.1224,25.032,233.6307,149.6249
15,"(1, 3)",forest,33.8196,44.26,15.7653,44.6948,153.0195,44.7283
15,"(1, 4)",forest,30.2766,40.2766,21.7413,52.2288,122.1228,40.6767
15,"(2, 0)",lake,41.4846,69.9483,94.0713,77.4094,211.6049,119.732
15,"(2, 1)",field,164.3763,145.177,10.0755,27.1019,239.4239,165.5059
15,"(2, 2)",field,165.5964,146.8149,2.8016,26.8173,249.9242,166.8614
15,"(2, 3)",forest,38.9749,42.7649,19.3951,38.256,147.654,44.9495
15,"(2, 4)",home,45.9981,47.6406,33.6127,44.5433,105.2694,49.7103
15,"(3, 0)",lake,13.6426,59.5463,113.6244,97.5516,226.3647,118.9815
15,"(3, 1)",grassland,76.3169,93.6562,16.8625,35.0927,213.8877,101.5522
15,"(3, 2)",grassland,78.6928,119.743,16.2918,41.3456,220.1918,120.9484
15,"(3, 3)",forest,45.9104,49.2868,23.1908,36.2478,148.8254,51.7894
15,"(3, 4)",forest,30.0634,42.6624,15.3803,47.1045,155.2049,42.8052
15,"(4, 0)",unknown,140.3193,106.6391,31.1075,21.1283,197.8493,140.3804
15,"(4, 1)",unknown,139.9863,107.0559,32.9577,20.7379,195.6135,139.9863
15,"(4, 2)",grassland,85.5019,118.4071,13.8436,38.6729,225.6104,121.0867
15,"(4, 3)",forest,36.2656,45.2809,14.2229,42.7748,158.0966,46.5812
15,"(4, 4)",forest,34.2644,45.6872,16.761,44.7304,152.5955,45.8378
16,"(0, 0)",field,184.2612,163.3343,7.9067,26.3593,243.3975,184.3724
16,"(0, 1)",field,173.7045,151.9888,9.8499,27.2418,241.7769,175.2973
16,"(0, 2)",grassland,79.8219,139.8175,25.7532,46.7832,215.4081,141.9087
16,"(0, 3)",grassland,92.1942,146.7608,28.9307,45.027,209.22,148.1694
16,"(0, 4)",unknown,141.9444,107.6925,30.0829,20.9953,201.904,142.3827
16,"(1, 0)",forest,44.8244,56.5654,23.5834,45.8653,137.7754,57.7716
16,"(1, 1)",lake,39.479,79.4588,110.9792,82.7794,217.2112,134.8489
16,"(1, 2)",lake,10.9369,79.8881,144.8287,99.2664,232.278,150.2026
16,"(1, 3)",lake,7.4122,82.9196,157.3063,100.351,247.1822,162.3494
16,"(1, 4)",unknown,133.5789,100.3971,29.2086,23.524,207.2546,137.4861
16,"(2, 0)",grassland,91.4374,146.0976,25.1759,43.2792,210.4174,146.4579
16,"(2, 1)",grassland,90.0986,141.3926,17.2231,42.5147,225.5741,142.033
16,"(2, 2)",grassland,100.8746,111.9169,28.0413,33.7695,201.5154,126.7838
16,"(2, 3)",forest,40.5731,60.5882,14.5728,45.5426,177.7667,60.9046
16,"(2, 4)",lake,4.6311,80.4538,158.5846,103.5798,245.9009,160.1492
16,"(3, 0)",grassland,96.1018,145.5956,30.2194,42.4147,199.4373,145.9389
16,"(3, 1)",swamp,98.1025,86.0593,44.9146,25.3146,151.0824,99.1247
16,"(3, 2)",grassland,88.6161,136.3047,33.8712,43.6883,189.5784,136.5645
16,"(3, 3)",field,178.0134,158.4587,13.2186,26.4505,235.8181,178.6434
16,"(3, 4)",lake,4.9103,80.2773,159.3536,103.6694,249.7111,161.7763
16,"(4, 0)",swamp,104.9901,88.9983,44.343,21.9029,153.7123,104.9907
16,"(4, 1)",swamp,102.7765,95.8974,61.1095,25.7611,116.6415,102.9965
16,"(4, 2)",home,66.8471,70.1671,61.5236,48.4272,65.7812,73.7861
16,"(4, 3)",field,163.7132,144.01,9.2965,26.4412,237.5152,163.8397
16,"(4, 4)",lake,38.0696,73.1085,104.4353,83.2549,216.2036,126.2045
17,"(0, 0)",swamp,120.9823,100.1228,42.2243,21.9564,169.5931,120.9823
17,"(0, 1)",grassland,110.3125,155.9364,32.2084,40.2836,200.5822,157.5437
17,"(0, 2)",swamp,119.0394,103.0365,51.885,24.2719,152.5753,119.6716
17,"(0, 3)",field,199.9949,176.1417,8.9301,26.3617,243.5613,200.0144
17,"(0, 4)",forest,50.2012,67.2603,19.9291,43.1648,174.6075,67.8772
17,"(1, 0)",swamp,123.0947,112.6093,66.3242,25.1651,126.0839,123.1922
17,"(1, 1)",grassland,103.16,157.2284,32.3544,42.5775,201.3916,157.2581
17,"(1, 2)",swamp,133.2187,127.7897,95.2013,26.0551,78.9829,133.9698
17,"(1, 3)",field,199.445,176.0879,20.1195,25.9959,229.3682,199.445
17,"(1, 4)",forest,47.2858,64.6271,20.1526,43.3819,170.6484,64.7204
17,"(2, 0)",swamp,114.8076,99.4686,50.3498,24.1548,151.3896,115.3216
17,"(2, 1)",grassland,103.5067,155.3519,30.3168,43.8867,207.4304,155.5844
17,"(2, 2)",home,123.2456,131.5045,117.4248,55.7214,66.2775,138.9117
17,"(2, 3)",field,194.3375,171.4065,15.1864,26.5127,233.0561,194.7217
17,"(2, 4)",forest,69.9039,74.5541,30.0726,34.4575,166.0213,79.2924
17,"(3, 0)",swamp,109.4066,95.6511,52.599,23.7347,141.0301,109.8863
17,"(3, 1)",grassland,101.6114,120.5909,35.8668,36.6222,193.207,131.3869
17,"(3, 2)",lake,19.9155,81.6408,150.6812,102.7191,221.7124,152.5276
17,"(3, 3)",lake,52.5671,102.1391,134.2615,79.9287,213.2312,164.5202
17,"(3, 4)",forest,51.9951,68.1351,17.6587,41.126,183.1558,69.5618
17,"(4, 0)",field,194.907,171.2059,17.4102,25.9563,232.3927,195.1161
17,"(4, 1)",grassland,120.36,130.295,49.5509,34.5726,173.2232,145.988
17,"(4, 2)",lake,20.4042,101.4724,178.1434,102.7276,221.809,179.0939
17,"(4, 3)",lake,12.7967,102.6938,188.8613,104.6058,237.4796,188.8832
17,"(4, 4)",lake,19.1877,101.122,172.9147,96.9604,226.357,177.491
18,"(0, 0)",grassland,92.7814,133.3966,16.8993,39.8921,222.5094,135.5844
18,"(0, 1)",forest,53.6316,59.1412,19.2045,35.5717,184.6074,61.7714
18,"(0, 2)",field,170.6374,150.2352,2.1352,26.62,250.7346,171.2177
18,"(0, 3)",field,172.6294,147.2574,3.238,25.359,249.1893,172.6552
18,"(0, 4)",lake,20.9588,67.3304,113.2606,93.169,230.0342,126.0192
18,"(1, 0)",unknown,148.5514,110.6793,30.6916,20.4125,202.3176,148.5514
18,"(1, 1)",forest,48.4672,58.8182,12.0036,40.269,200.5428,62.6618
18,"(1, 2)",forest,54.1703,62.7916,19.2368,36.0123,193.0573,65.7035
18,"(1, 3)",field,174.903,153.4188,3.3884,26.9527,247.2276,175.6621
18,"(1, 4)",field,168.9595,143.3765,9.8588,24.8267,238.1829,168.9608
18,"(2, 0)",unknown,153.4863,116.1672,32.3754,20.8831,201.5912,153.5464
18,"(2, 1)",forest,51.6062,62.4964,14.3867,39.7392,195.5898,65.9426
18,"(2, 2)",home,103.8298,112.0193,74.977,36.3788,96.8193,114.0116
18,"(2, 3)",field,160.5693,139.51,15.7516,26.097,224.6638,161.642
18,"(2, 4)",field,184.4959,160.028,9.2052,26.0191,241.5428,184.6251
18,"(3, 0)",forest,52.7128,66.8426,15.2259,41.5472,192.7527,70.5433
18,"(3, 1)",forest,59.4591,67.9388,23.498,36.7374,184.3938,71.9142
18,"(3, 2)",forest,39.9415,58.1286,13.4307,43.3425,191.0847,58.1874
18,"(3, 3)",forest,44.304,59.1671,14.2814,40.9909,190.9798,59.2113
18,"(3, 4)",forest,58.0145,65.4076,27.8535,37.4374,156.3813,68.1375
18,"(4, 0)",lake,17.3208,94.851,163.8922,96.0054,237.5821,173.3305
18,"(4, 1)",lake,9.2467,88.2664,163.8591,99.2239,238.6982,167.2605
18,"(4, 2)",forest,39.3997,61.4407,23.4375,47.6785,187.5863,65.5481
18,"(4, 3)",forest,47.9322,62.7979,18.7643,41.6723,171.1882,62.9774
18,"(4, 4)",forest,45.3202,62.4538,18.1215,43.8401,172.3282,62.5497
19,"(0, 0)",field,163.7735,137.5711,13.2843,24.2719,232.4494,163.7735
19,"(0, 1)",grassland,105.3278,140.1082,16.0802,38.7566,226.2468,143.0975
19,"(0, 2)",forest,37.8007,55.6333,8.9821,42.629,200.5095,55.6466
19,"(0, 3)",grassland,86.2116,119.9896,9.9105,39.0462,233.0767,120.1618
19,"(0, 4)",lake,12.7517,64.7763,116.5658,97.452,235.4972,125.057
19,"(1, 0)",field,184.4434,158.8253,3.7472,25.5639,249.3333,184.4438
19,"(1, 1)",grassland,105.9657,115.9108,14.7928,32.5098,225.5075,129.8039
19,"(1, 2)",grassland,95.0898,143.1947,16.9291,41.1471,224.5065,143.4237
19,"(1, 3)",grassland,81.6579,133.587,19.6053,43.3379,215.1596,133.6205
19,"(1, 4)",field,172.2209,152.552,4.9693,26.9768,247.4126,175.4967
19,"(2, 0)",mine,76.3584,62.2223,28.0819,26.5861,133.3112,76.5142
19,"(2, 1)",swamp,98.1881,86.5674,46.7682,25.9399,132.093,98.3075
19,"(2, 2)",home,128.0449,110.1486,84.7304,17.8941,89.1352,128.0556
19,"(2, 3)",forest,46.737,56.3795,24.0171,40.3872,152.8462,58.5721
19,"(2, 4)",field,170.4313,149.2677,6.9383,26.8302,242.0833,171.7015
19,"(3, 0)",mine,77.7782,62.3395,27.8797,29.0859,134.8308,77.9369
19,"(3, 1)",mine,75.5847,63.7587,32.7736,30.4057,125.9191,75.9065
19,"(3, 2)",field,164.3945,141.9621,7.4339,25.5169,227.0644,164.4038
19,"(3, 3)",forest,78.285,76.1068,19.2564,31.9323,188.7026,83.7658
19,"(3, 4)",swamp,101.4501,91.1883,48.1177,25.3155,141.7759,102.6813
19,"(4, 0)",field,184.8738,160.0675,6.414,25.5784,243.7389,184.8747
19,"(4, 1)",field,190.5868,165.2614,5.843,25.7886,247.1025,190.587
19,"(4, 2)",field,186.3328,162.4214,4.6413,26.0517,248.5155,186.3392
19,"(4, 3)",field,186.356,160.6349,4.2493,25.7561,248.9962,186.3563
19,"(4, 4)",field,162.2364,137.9829,14.6063,24.7452,230.4739,162.2494
20,"(0, 0)",lake,56.8549,102.5654,130.1427,77.0316,214.0144,165.2463
20,"(0, 1)",lake,5.4172,97.4903,183.4431,104.1773,245.5737,183.6431
20,"(0, 2)",lake,4.7045,96.4597,181.8352,104.0811,246.5469,182.1407
20,"(0, 3)",lake,10.281,86.8959,165.1493,102.6603,237.4935,167.1651
20,"(0, 4)",lake,6.1832,90.1054,175.2772,105.0118,242.6684,175.3709
20,"(1, 0)",forest,55.6751,67.2912,16.692,39.7817,185.9588,71.1169
20,"(1, 1)",swamp,114.5702,101.4536,54.4678,24.0052,145.2629,115.704
20,"(1, 2)",grassland,120.1694,159.6471,29.5825,38.7964,208.9396,161.2089
20,"(1, 3)",forest,50.1582,67.9044,15.6101,42.0183,184.1356,68.3074
20,"(1, 4)",lake,45.7714,87.6118,117.1081,81.9075,219.9848,146.4293
20,"(2, 0)",mine,78.8227,66.2453,35.7611,27.7937,115.1641,79.0345
20,"(2, 1)",swamp,131.3292,117.2114,67.4122,23.7861,128.2473,131.351
20,"(2, 2)",home,146.147,144.1903,77.7787,27.9522,120.889,148.3814
20,"(2, 3)",forest,53.1994,67.4844,27.3297,44.7081,139.5872,67.8582
20,"(2, 4)",lake,47.0694,88.8111,120.4767,81.9827,212.2808,146.7516
20,"(3, 0)",mine,69.7613,60.6804,36.7642,30.4948,89.7369,69.9993
20,"(3, 1)",mine,65.422,58.0771,35.6634,31.9571,85.5307,65.5528
20,"(3, 2)",grassland,104.0195,153.2031,37.9959,42.6187,190.72,153.4167
20,"(3, 3)",grassland,119.6235,127.7263,33.666,32.2424,196.7528,144.3599
20,"(3, 4)",lake,47.3057,87.4236,115.5096,81.0435,211.8108,143.2199
20,"(4, 0)",field,196.883,171.8051,19.0118,25.7237,229.0281,196.8897
20,"(4, 1)",field,179.6379,153.2447,27.298,24.3664,215.3154,179.6544
20,"(4, 2)",field,198.2129,173.7366,19.565,25.9639,230.0502,198.6159
20,"(4, 3)",field,198.6333,173.891,7.9196,26.1206,244.8977,198.635
20,"(4, 4)",field,192.4618,168.0845,14.4927,26.0055,236.0543,192.6849
21,"(0, 0)",swamp,120.3922,99.4391,43.7125,21.6373,166.0137,120.3922
21,"(0, 1)",grassland,109.5034,154.6822,34.3245,40.3225,195.766,156.3685
21,"(0, 2)",swamp,117.0689,103.3136,53.1589,24.6087,149.7642,118.8016
21,"(0, 3)",field,199.5716,175.4529,9.3355,26.2246,242.9934,199.5716
21,"(0, 4)",forest,51.8594,68.358,21.3621,42.8798,169.9176,69.0945
21,"(1, 0)",swamp,121.8894,111.5081,66.7788,25.1321,123.6298,121.9908
21,"(1, 1)",grassland,102.7987,156.155,32.3476,42.4772,201.1018,156.2983
21,"(1, 2)",swamp,129.5671,126.3224,94.4514,27.9954,78.6381,132.0503
21,"(1, 3)",field,198.7078,175.0624,21.6937,25.8458,227.0227,198.708
21,"(1, 4)",forest,49.6858,65.8061,21.2388,42.5714,168.8352,66.2567
21,"(2, 0)",swamp,113.0032,97.1849,50.8456,23.8501,149.6895,113.4016
21,"(2, 1)",grassland,94.3149,139.7845,29.1726,44.8364,197.9666,140.0465
21,"(2, 2)",home,49.1094,54.7708,47.4296,56.3951,113.6009,62.163
21,"(2, 3)",field,182.9568,162.4028,19.1533,28.9972,234.8679,188.0797
21,"(2, 4)",forest,69.2096,73.8636,30.6345,34.4533,163.5604,78.434
21,"(3, 0)",swamp,110.1108,96.2096,53.1714,23.6163,140.0336,110.541
21,"(3, 1)",grassland,101.6296,120.5154,33.6293,35.8543,195.7712,131.221
21,"(3, 2)",lake,19.8297,80.9217,151.8257,102.4825,222.7811,153.9305
21,"(3, 3)",lake,50.5254,102.3779,140.5864,82.2906,214.399,168.4785
21,"(3, 4)",forest,50.3684,68.7367,23.7361,44.2021,176.1224,71.633
21,"(4, 0)",field,196.1572,172.9008,16.4985,26.1098,233.8313,196.3768
21,"(4, 1)",grassland,121.1553,129.082,48.7817,33.3968,172.9735,145.5188
21,"(4, 2)",lake,23.7213,100.7594,176.3822,100.9318,217.1317,178.7492
21,"(4, 3)",lake,17.5587,103.9318,188.8907,103.1155,231.2727,190.4039
21,"(4, 4)",lake,20.5559,102.3803,178.3545,98.255,223.6925,181.8942
22,"(0, 0)",grassland,89.5185,132.9226,16.2011,40.5796,223.4067,133.902
22,"(0, 1)",forest,51.6185,56.9988,19.6153,35.4565,181.3317,59.4874
22,"(0, 2)",field,173.4085,152.4775,2.183,26.3947,251.2187,173.8706
22,"(0, 3)",field,171.3108,146.3814,3.532,25.3938,248.832,171.3405
22,"(0, 4)",lake,18.5013,65.9887,115.5901,94.4556,233.7494,127.1465
22,"(1, 0)",unknown,148.5556,110.8091,31.1292,20.3939,201.6672,148.5556
22,"(1, 1)",forest,44.182,56.8686,11.9691,41.679,195.2279,59.1153
22,"(1, 2)",forest,55.6181,62.0094,28.8227,42.4777,159.7976,65.4592
22,"(1, 3)",field,178.1395,155.65,4.62,26.9405,244.7804,178.583
22,"(1, 4)",field,167.5936,142.7891,10.2295,24.898,237.5416,167.5973
22,"(2, 0)",unknown,152.9286,116.0611,33.7462,20.8645,199.1415,153.003
22,"(2, 1)",forest,45.2275,57.4585,14.331,40.8595,189.3439,59.3876
22,"(2, 2)",home,53.1276,61.0788,37.2282,51.8575,128.4242,63.2114
22,"(2, 3)",field,151.9044,130.9673,14.1932,27.7583,224.9202,152.8798
22,"(2, 4)",field,184.1266,160.0672,10.3553,26.0536,239.6227,184.2918
22,"(3, 0)",forest,48.1901,66.3789,15.4247,43.0334,188.7656,67.9199
22,"(3, 1)",forest,59.2915,66.9614,24.5579,36.8369,179.5232,70.8832
22,"(3, 2)",forest,39.6334,57.6304,14.4721,43.7411,186.502,57.6915
22,"(3, 3)",forest,43.7408,59.2305,14.9018,41.2377,188.8556,59.3272
22,"(3, 4)",forest,58.2776,65.6983,28.0682,37.5685,156.202,68.5679
22,"(4, 0)",lake,8.3964,93.9069,175.2672,101.7951,241.3583,177.437
22,"(4, 1)",lake,8.8203,87.8938,165.6547,99.7465,239.7462,168.9207
22,"(4, 2)",forest,42.5815,62.0697,17.882,44.9333,181.5498,62.5908
22,"(4, 3)",forest,48.2386,63.4051,19.1355,41.9679,170.2658,63.6497
22,"(4, 4)",forest,45.2423,61.7298,18.5802,43.8663,168.7927,62.2148
23,"(0, 0)",field,165.428,138.7813,14.5271,24.1975,230.4482,165.4358
23,"(0, 1)",grassland,100.3329,138.0679,16.8798,39.3125,224.9232,140.5548
23,"(0, 2)",forest,40.0744,52.3794,10.2661,41.3035,194.3158,53.6427
23,"(0, 3)",grassland,91.8612,123.4687,10.686,37.8795,233.9014,125.6842
23,"(0, 4)",lake,13.0812,62.5141,121.3057,97.2752,235.9574,127.9379
23,"(1, 0)",field,187.4517,162.1152,4.1386,25.7234,249.0774,187.4595
23,"(1, 1)",grassland,99.916,115.5298,16.1696,33.8564,223.2294,127.6758
23,"(1, 2)",grassland,85.4857,124.7007,20.5621,45.5084,200.5852,126.322
23,"(1, 3)",grassland,77.5326,122.8028,19.1183,45.3845,204.9274,123.9762
23,"(1, 4)",field,171.9755,147.7574,5.7301,25.9095,245.712,172.4231
23,"(2, 0)",mine,71.8117,59.1121,28.6157,30.0804,125.2561,71.9897
23,"(2, 1)",swamp,101.9909,89.9951,48.9734,24.6423,136.2698,102.383
23,"(2, 2)",home,78.5667,64.5155,35.2428,28.971,141.8681,79.4058
23,"(2, 3)",forest,42.7381,54.4408,23.5739,45.0976,147.7926,54.9265
23,"(2, 4)",field,182.0508,157.0238,5.9176,25.779,246.6901,182.1292
23,"(3, 0)",mine,74.9605,60.786,29.7565,30.3854,126.426,75.1342
23,"(3, 1)",mine,74.3192,62.2672,32.3224,30.9468,124.4223,74.6298
23,"(3, 2)",field,177.5701,153.0214,6.7021,25.5636,237.6841,177.5724
23,"(3, 3)",forest,66.7143,67.6033,22.1261,33.3611,174.6906,73.1306
23,"(3, 4)",swamp,109.3046,97.0151,54.3255,23.8142,134.8083,109.7321
23,"(4, 0)",field,188.3401,163.5614,6.6728,25.7292,244.4082,188.341
23,"(4, 1)",field,192.4494,167.4451,7.2244,25.8503,245.4159,192.4494
23,"(4, 2)",field,187.6012,163.115,5.4384,25.9152,247.4267,187.6013
23,"(4, 3)",field,188.0325,161.4836,4.9462,25.6206,248.2798,188.0325
23,"(4, 4)",field,163.9161,138.7907,14.6383,24.5339,230.8492,163.9373
24,"(0, 0)",lake,48.4619,101.3558,140.4501,82.3783,216.7444,168.6545
24,"(0, 1)",lake,4.3104,98.4612,188.1296,104.6018,248.573,188.1554
24,"(0, 2)",lake,3.3348,97.547,187.9086,104.6408,250.1489,187.9205
24,"(0, 3)",lake,9.5906,87.1228,169.3675,103.1382,239.8533,171.4446
24,"(0, 4)",lake,4.8977,91.4495,180.3722,105.152,245.7667,180.4324
24,"(1, 0)",forest,55.2779,68.4248,18.901,40.8728,178.7277,71.5853
24,"(1, 1)",swamp,116.7225,102.7385,57.8722,24.2645,138.8004,117.6143
24,"(1, 2)",grassland,117.482,154.4519,34.1939,38.7047,192.5001,155.549
24,"(1, 3)",forest,49.9755,66.5478,17.5984,42.7354,174.874,67.2712
24,"(1, 4)",lake,46.2492,88.8378,121.7136,82.754,218.705,150.3265
24,"(2, 0)",mine,79.5259,67.261,37.3605,28.9983,113.6352,79.8493
24,"(2, 1)",swamp,126.051,112.167,66.6874,23.2179,126.0303,126.0819
24,"(2, 2)",home,94.2298,91.489,47.5188,29.6901,131.997,95.2822
24,"(2, 3)",forest,48.0309,61.5159,25.0735,44.8048,142.1878,62.1494
24,"(2, 4)",lake,47.6107,89.8838,124.5183,82.9916,211.6537,150.3974
24,"(3, 0)",mine,71.4632,61.8813,37.682,31.5535,89.5402,71.6881
24,"(3, 1)",mine,67.0146,59.7203,38.0624,38.954,81.4668,67.1512
24,"(3, 2)",grassland,105.8084,154.5286,39.0766,42.4302,189.2391,154.6845
24,"(3, 3)",grassland,118.0037,127.255,35.2518,32.5893,193.9519,143.5088
24,"(3, 4)",lake,45.2211,86.6871,119.5842,83.2127,213.7491,145.2441
24,"(4, 0)",field,191.9232,166.8476,20.3685,25.7758,222.8354,191.9334
24,"(4, 1)",field,178.4798,152.0251,28.2779,24.203,213.2432,178.4934
24,"(4, 2)",field,197.2163,174.4601,21.6011,26.259,227.4435,198.4
24,"(4, 3)",field,198.6226,174.4268,9.3014,26.1839,243.1249,198.6451
24,"(4, 4)",field,190.3015,167.9216,18.7783,27.325,232.1861,192.4433
25,"(0, 0)",unknown,176.4619,152.5187,110.053,25.277,110.2856,182.5587
25,"(0, 1)",lake,22.9641,100.9108,185.7323,99.7301,222.3168,190.2527
25,"(0, 2)",lake,53.6072,93.831,131.6692,82.7212,207.7956,159.5085
25,"(0, 3)",lake,68.5456,97.7492,123.2022,74.9411,194.1593,157.4599
25,"(0, 4)",field,194.0382,169.0483,25.0997,25.7284,221.3915,194.7561
25,"(1, 0)",unknown,169.9043,142.884,89.8982,22.6802,125.4163,173.1417
25,"(1, 1)",forest,56.0549,73.3504,32.5656,45.4311,130.516,73.8288
25,"(1, 2)",forest,52.7342,69.7181,26.8461,44.2961,149.8422,69.9283
25,"(1, 3)",lake,17.9622,88.9717,169.5003,100.7907,228.9338,173.7119
25,"(1, 4)",field,178.2961,154.3895,25.0189,25.6823,218.9394,179.3543
25,"(2, 0)",lake,24.6981,101.0385,187.1558,100.8341,221.8636,191.0391
25,"(2, 1)",forest,70.8808,78.3004,38.1928,37.4405,140.2084,81.9768
25,"(2, 2)",home,122.7516,128.602,99.2344,36.0242,69.1922,132.1394
25,"(2, 3)",lake,10.7448,85.5218,169.3037,102.8322,234.1581,170.8795
25,"(2, 4)",field,189.0045,169.1428,25.6887,29.5691,229.418,195.8043
25,"(3, 0)",lake,54.748,105.6129,140.545,80.5897,209.8131,172.6683
25,"(3, 1)",forest,53.5605,68.8579,23.7186,42.4921,159.477,69.8311
25,"(3, 2)",swamp,122.6677,110.8498,71.9848,25.2096,104.8376,122.7314
25,"(3, 3)",mine,73.4397,66.078,46.9859,50.4594,114.7443,84.4859
25,"(3, 4)",field,191.0076,167.4746,12.9271,26.9528,231.8571,191.258
25,"(4, 0)",grassland,113.5384,154.6315,37.3741,39.9235,196.3633,158.3248
25,"(4, 1)",forest,78.8848,79.1785,37.5199,34.5337,145.7957,86.8916
25,"(4, 2)",mine,90.4282,74.832,39.8282,31.8057,119.6422,90.7138
25,"(4, 3)",mine,64.0069,56.8572,36.5941,41.0963,79.8202,64.136
25,"(4, 4)",field,182.1638,156.7658,27.294,24.6252,215.4436,182.1817
26,"(0, 0)",forest,44.568,56.4553,20.9973,43.7466,154.1275,58.6641
26,"(0, 1)",forest,45.323,61.6351,20.5163,45.5187,157.7829,61.862
26,"(0, 2)",forest,42.8728,58.0106,22.259,46.0473,145.8999,58.1289
26,"(0, 3)",forest,42.7529,57.0255,26.6721,48.4674,122.6683,57.0387
26,"(0, 4)",lake,4.2819,84.0457,175.4637,104.885,246.1832,176.0431
26,"(1, 0)",forest,67.3433,70.2622,31.1271,35.1508,153.5157,75.2491
26,"(1, 1)",field,186.9441,164.2408,13.0063,26.5898,234.4057,187.4596
26,"(1, 2)",forest,54.137,68.1637,24.7089,44.0091,148.8418,69.086
26,"(1, 3)",forest,42.4011,57.852,27.6356,49.9891,121.8822,57.8686
26,"(1, 4)",lake,3.3536,86.8897,180.9954,104.898,248.4162,181.5275
26,"(2, 0)",mine,67.4503,58.9057,35.3962,34.6179,89.306,67.7937
26,"(2, 1)",field,188.9273,165.9948,16.5066,26.3647,227.4684,188.9454
26,"(2, 2)",home,144.1227,142.6159,83.6487,28.1274,106.164,146.032
26,"(2, 3)",forest,50.516,63.2121,32.7775,50.0959,109.4323,63.4244
26,"(2, 4)",lake,45.2435,85.2119,126.457,84.1689,204.211,147.6107
26,"(3, 0)",field,195.6016,171.3875,20.91,25.8765,227.8013,195.756
26,"(3, 1)",field,198.2119,174.6736,14.3806,26.1205,236.8038,198.2119
26,"(3, 2)",forest,66.1522,72.1805,33.8712,37.1951,142.6709,75.9568
26,"(3, 3)",forest,46.392,60.4869,25.1865,46.3444,136.448,61.0356
26,"(3, 4)",lake,42.7726,93.9229,143.057,85.6262,215.6141,165.9066
26,"(4, 0)",lake,51.8232,90.9861,127.163,80.5339,206.8278,154.5808
26,"(4, 1)",lake,12.3091,99.1525,185.7429,100.8612,236.2766,188.3915
26,"(4, 2)",lake,5.2715,96.8312,191.4587,104.4575,246.0116,191.9277
26,"(4, 3)",lake,4.1587,91.433,188.8007,105.963,247.9757,188.8139
26,"(4, 4)",lake,12.4286,84.2641,171.9427,102.4909,235.0239,174.6744
27,"(0, 0)",grassland,103.644,149.3084,36.1611,41.3378,192.8102,151.7121
27,"(0, 1)",grassland,96.0762,147.6009,36.7965,43.648,188.8739,147.6099
27,"(0, 2)",field,186.5143,166.9254,12.6672,26.9705,237.6851,189.0303
27,"(0, 3)",field,180.1089,154.2967,12.0154,25.3283,237.3205,180.1141
27,"(0, 4)",field,186.952,161.5672,12.1887,25.6583,238.4644,186.952
27,"(1, 0)",lake,21.7213,71.1348,134.096,95.7281,223.0706,142.893
27,"(1, 1)",grassland,89.6742,108.2745,34.5017,38.8177,200.2285,122.1822
27,"(1, 2)",grassland,109.9554,119.2352,35.7486,32.9622,187.1527,133.8503
